dataset,query_idx,step,out_position,out_title,in_position,in_title,objective_gain,retriever_rank_loss,adjusted_gain
musique,49,1,1,American Idol,5,Burning Heart Records,0.5,0.522613,0.5
musique,50,1,1,Warsaw,20,Dissolution of the Soviet Union,0.451485,0.59799,0.451485
musique,50,2,3,Warsaw Pact,45,Dissolution of the Soviet Union,0.037899,0.713568,0.037899
musique,51,1,2,Indiana,32,United States,0.400312,0.653266,0.400312
musique,51,2,3,"Saint Paul, Minnesota",57,Seat belt use rates in the United States,0.051362,0.773869,0.051362
musique,55,1,1,Montana,75,Kingdom of Israel (united monarchy),0.005599,0.874372,0.005599
musique,55,2,2,Israel,38,Judea (Roman province),0.000366,0.683417,0.000366
musique,56,1,2,Indiana,10,"Saint Paul, Minnesota",0.25,0.542714,0.25
musique,56,2,3,Logan Gomez,27,Oh Yeah (Charles Mingus album),0.013136,0.623116,0.013136
musique,57,1,2,Bridge of Sighs,39,Venice,0.319976,0.688442,0.319976
musique,57,2,3,Rialto Bridge,38,Venice,0.011375,0.678392,0.011375
musique,60,1,1,Tennessee,5,Kaunas County,0.007378,0.522613,0.007378
musique,61,1,1,Nanjing,7,Nanjing,0.002091,0.532663,0.002091
musique,62,1,1,Greek alphabet,5,Charlemagne,0.006613,0.522613,0.006613
musique,62,2,2,Holy Roman Emperor,7,Charlemagne,4.4e-05,0.527638,4.4e-05
musique,64,1,1,Costa Ricans,11,DXAQ-AM,0.067786,0.552764,0.067786
musique,66,1,1,Middle Ages,6,Charlemagne,0.000946,0.527638,0.000946
musique,67,1,1,Central Intelligence Agency,5,Karen Tandy,0.000134,0.522613,0.000134
musique,68,1,1,"Helvetia, Arizona",58,Geography of the United States,0.046072,0.788945,0.046072
musique,69,1,1,A Modern Jazz Symposium of Music and Poetry,36,United States,0.25,0.678392,0.25
musique,69,2,2,Indiana,10,Oklahoma City,0.207516,0.542714,0.207516
musique,71,1,1,Anzoátegui,11,Kiri Territory,0.004592,0.552764,0.004592
musique,72,1,1,"Warren, Vermont",7,Detroit,0.25477,0.532663,0.25477
musique,72,2,4,"Blaine, Washington",10,"Mecklenburg County, North Carolina",0.250059,0.532663,0.250059
musique,77,1,2,Yugoslavia at the Olympics,11,Belgrade (film),0.247313,0.547739,0.247313
musique,77,2,3,Albania at the Olympics,14,Togo,0.205231,0.557789,0.205231
musique,78,1,2,List of Shrek characters,8,List of show business families,0.021766,0.532663,0.021766
musique,80,1,2,Bridge of Sighs,89,Detroit,0.333333,0.939698,0.333333
musique,83,1,3,Yuma County Library District,16,"Mayor of Jersey City, New Jersey",0.333333,0.567839,0.333333
musique,83,2,1,List of counties in Arizona,7,Arizona,0.099526,0.532663,0.099526
musique,84,1,1,Child labor laws in the United States,6,Jessie Woodrow Wilson Sayre,0.5,0.527638,0.5
musique,85,1,1,KANU (FM),16,Oklahoma City,0.072403,0.577889,0.072403
musique,86,1,1,Back to the Future Part II,16,Elisabeth Shue,0.5,0.577889,0.5
musique,87,1,3,Capital punishment in the United Kingdom,20,Germany,0.25,0.58794,0.25
musique,90,1,2,Olivera Katarina,43,Czech Republic,0.49527,0.708543,0.49527
musique,91,1,1,United States,10,"Saint Paul, Minnesota",0.5,0.547739,0.5
musique,93,1,1,1973 oil crisis,7,Toyota,0.008803,0.532663,0.008803
musique,94,1,1,2016 NBA Summer League,20,Sports league ranking,0.027472,0.59799,0.027472
musique,94,2,2,Batting average,5,World Series,7e-05,0.517588,7e-05
musique,96,1,1,Korean War,5,Pacific War,0.001504,0.522613,0.001504
musique,96,2,2,Suin Line,15,Greece,0.000129,0.567839,0.000129
musique,98,1,2,Black Death,18,Cello Concerto No. 2 (Haydn),0.000477,0.582915,0.000477
musique,99,1,1,Arabian Peninsula,10,Alūksne Municipality,0.335734,0.547739,0.335734
musique,101,1,1,Cuba Plantation,79,"Silver Lake (Madison, New Hampshire)",0.25768,0.894472,0.25768
musique,101,2,3,2004 United States presidential election,9,Pennsylvania State University,0.244074,0.532663,0.244074
musique,102,1,1,"Atlantic City, New Jersey",29,Nanjing,0.01726,0.643216,0.01726
musique,104,1,1,Allies of World War II,6,Warsaw Pact,0.00095,0.527638,0.00095
musique,104,2,2,Warsaw Pact,12,Warsaw Pact,0.000142,0.552764,0.000142
musique,105,1,1,Dissolution of the Soviet Union,10,Leader of Opposition (Uganda),0.000692,0.547739,0.000692
musique,106,1,1,Szlachta,14,"Neunkirchen District, Austria",0.182751,0.567839,0.182751
musique,108,1,1,The Devil Went Down to Georgia,89,"Forest Acres, South Carolina",0.5,0.944724,0.5
musique,109,1,2,GSAT-7,10,Communications satellite,0.000407,0.542714,0.000407
musique,110,1,1,Charles Mingus,10,"Saint Paul, Minnesota",0.333333,0.547739,0.333333
musique,111,1,1,American Civil War,41,Pennsylvania,0.421333,0.703518,0.421333
musique,112,1,1,Vat Yotkeo,50,Xe Kaman River,0.245939,0.748744,0.245939
musique,112,2,3,Geography of Myanmar,86,Mexico,0.192689,0.919598,0.192689
musique,113,1,1,Honda Civic,11,Acura Legend,0.5,0.552764,0.5
musique,114,1,1,Szlachta,12,Habsburg–Persian alliance,0.002601,0.557789,0.002601
musique,116,1,2,Mercedes of Orléans,72,Huguenots,6.4e-05,0.854271,6.4e-05
musique,118,1,1,"Savannah, Georgia",6,Virginia,0.307172,0.527638,0.307172
musique,119,1,1,Danko Jones,71,New York City,0.333333,0.854271,0.333333
musique,119,2,2,Pythian Castle Lodge,95,Hawk Nelson,0.322876,0.969849,0.322876
musique,120,1,1,2016 NBA Summer League,76,2009–10 Oklahoma City Thunder season,0.5,0.879397,0.5
musique,121,1,1,Culture,66,Katsuaki Watanabe,0.011109,0.829146,0.011109
musique,123,1,1,Texas A&M University,8,"Ministry of Education, Science and Technology (Nepal)",0.5,0.537688,0.5
musique,125,1,1,Nigeria,14,Chief Justice of the United States,0.004748,0.567839,0.004748
musique,127,1,2,United States declaration of war on Germany (1917),29,115th United States Congress,0.044624,0.638191,0.044624
musique,129,1,3,Richard Feynman,20,"Los Alamos, California",0.1985,0.58794,0.1985
musique,132,1,1,Qing dynasty,15,"Quincy, Florida",0.007825,0.572864,0.007825
musique,133,1,3,Slavs,61,Estonia,0.194172,0.79397,0.194172
musique,133,2,4,Anti-aircraft warfare,23,Estonia,0.079422,0.59799,0.079422
musique,135,1,1,Association football,87,ISO 3166-2:CH,0.018892,0.934673,0.018892
musique,136,1,1,Switzerland,18,Guam,0.000546,0.58794,0.000546
musique,140,1,1,Majority leader,9,Party leaders of the United States House of Representatives,8.3e-05,0.542714,8.3e-05
musique,143,1,3,Hellenistic period,36,Roman Republic,0.122766,0.668342,0.122766
musique,144,1,1,New York City,7,Black Monday (1987),0.001359,0.532663,0.001359
musique,145,1,1,Dell,5,List of U.S. states and territories by elevation,0.172554,0.522613,0.172554
musique,146,1,1,The Right Stuff Records,26,EmArcy Records,0.5,0.628141,0.5
musique,147,1,1,Han dynasty,31,Tang dynasty,0.5,0.653266,0.5
musique,150,1,3,John Kerry,34,Chile,0.3087,0.658291,0.3087
musique,150,2,4,Cold War,8,Society of Communist Czechoslovakia,0.280123,0.522613,0.280123
musique,151,1,1,All Right,19,The Right Stuff Records,0.001458,0.592965,0.001458
musique,152,1,1,Israel,14,Gulf War,0.033827,0.567839,0.033827
musique,153,1,1,American Idol,21,BNA Records,0.333333,0.603015,0.333333
musique,157,1,1,Kentucky Tavern,32,"Milan, New Orleans",0.333333,0.658291,0.333333
musique,158,1,2,114th United States Congress,6,Standing Rules of the United States Senate,0.007119,0.522613,0.007119
musique,159,1,1,Imperialism,85,Imperialism,0.000727,0.924623,0.000727
musique,163,1,1,Tom Brady,21,List of National Football League annual sacks leaders,0.467473,0.603015,0.467473
musique,164,1,2,Arabian Peninsula,52,Israel,0.247297,0.753769,0.247297
musique,164,2,3,Partition of the Ottoman Empire,57,Israel,0.063095,0.773869,0.063095
musique,165,1,1,Decade of Hits (George Canyon album),22,Mauro Scocco,0.097363,0.60804,0.097363
musique,166,1,2,Umberto Mozzoni,24,Pope John XXIII,0.081075,0.613065,0.081075
musique,166,2,3,Ambroise-Marie Carré,23,Pope John XXIII,0.012676,0.603015,0.012676
musique,169,1,2,Paulsdale,17,Natalie Horler,0.017746,0.577889,0.017746
musique,170,1,2,Black Death,36,Venice,0.310137,0.673367,0.310137
musique,170,2,3,Black Death,37,Venice,0.017753,0.673367,0.017753
musique,171,1,2,Neil Patrick Harris,9,Josh Radnor,0.430133,0.537688,0.430133
musique,171,2,3,Barney Stinson,8,Josh Radnor,0.059748,0.527638,0.059748
musique,175,1,1,New York City,37,New York City,0.078544,0.683417,0.078544
musique,175,2,2,Indiana,89,Oklahoma,0.062643,0.939698,0.062643
musique,179,1,1,British Empire,8,"Saint Paul, Minnesota",0.25,0.537688,0.25
musique,179,2,3,"Columbia, South Carolina",11,"Charleston, South Carolina",0.03798,0.542714,0.03798
musique,181,1,1,God,14,Architecture,0.000862,0.567839,0.000862
musique,182,1,1,"Pima County Natural Resources, Parks and Recreation",7,Oklahoma City,0.250074,0.532663,0.250074
musique,182,2,2,Mississippi,9,"Mecklenburg County, North Carolina",0.24999,0.537688,0.24999
musique,183,1,1,Near East,14,Shiraz,0.032009,0.567839,0.032009
musique,184,1,1,Johann Grabbe,9,Frédéric Chopin,0.333333,0.542714,0.333333
musique,186,1,1,Nanjing,17,Nanjing,2e-06,0.582915,2e-06
musique,187,1,1,Mexico City,18,Robert Wayman,0.000107,0.58794,0.000107
musique,188,1,1,Hangrai,6,Culture of India,0.001131,0.527638,0.001131
musique,189,1,1,Mzingwane River,11,Hargrave River (Nunavut),0.002212,0.552764,0.002212
musique,193,1,1,American Idol,12,Blue Skies (Diana DeGarmo album),0.5,0.557789,0.5
musique,198,1,1,Napoleon,86,Soviet Union in World War II,0.193977,0.929648,0.193977
musique,198,2,2,Molotov–Ribbentrop Pact,59,Soviet Union,0.022765,0.788945,0.022765
musique,199,1,1,2004–05 UEFA Champions League,19,2015–16 Leicester City F.C. season,0.5,0.592965,0.5
musique,200,1,1,Catalan language,6,Catalan language,0.006259,0.527638,0.006259
musique,202,1,1,Sarvepalli Radhakrishnan,7,Raghunath Dhondo Karve,1.2e-05,0.532663,1.2e-05
musique,204,1,1,2016 NBA Summer League,49,Chicago Cubs,0.02547,0.743719,0.02547
musique,204,2,2,Home run,5,World Series,0.000103,0.517588,0.000103
musique,205,1,1,1979–80 European Cup,5,Nottingham Forest F.C.,0.5,0.522613,0.5
musique,210,1,1,Lexus RX,16,Genesis Motor,0.333333,0.577889,0.333333
musique,210,2,2,1973 oil crisis,36,Toyota Racing Development,0.333333,0.673367,0.333333
musique,211,1,1,American Civil War,6,Jefferson Davis,0.482203,0.527638,0.482203
musique,211,2,3,Confederate States Army,8,Jefferson Davis,0.016361,0.527638,0.016361
musique,212,1,1,Avicenna,8,Heidelberg University,0.333333,0.537688,0.333333
musique,215,1,1,Powder keg of Europe,14,Myanmar,0.259311,0.567839,0.259311
musique,215,2,2,Somalis,93,Myanmar,0.0826,0.959799,0.0826
musique,216,1,2,Tanzania,7,Cristiano Ronaldo,0.5,0.527638,0.5
musique,217,1,2,Black Death,22,Venice,0.309714,0.603015,0.309714
musique,217,2,3,Black Death,23,Venice,0.018498,0.603015,0.018498
musique,219,1,2,Indiana,19,Arizona,0.5,0.58794,0.5
musique,220,1,1,Maine,12,Mississippi,0.25,0.557789,0.25
musique,221,1,1,Nina Sky,10,Tony! Toni! Toné!,0.5,0.547739,0.5
musique,222,1,1,Cleveland Bulldogs,73,National Hockey League,0.5,0.864322,0.5
musique,223,1,2,Nanjing,9,Athanasius of Alexandria,0.339848,0.537688,0.339848
musique,223,2,1,Sino-Tibetan relations during the Ming dynasty,54,Sino-Tibetan relations during the Ming dynasty,0.000347,0.768844,0.000347
musique,224,1,1,Denmark,45,ISO 3166-2:CH,0.032311,0.723618,0.032311
musique,226,1,1,The Bourne Deception,19,Guy Williams (actor),0.026384,0.592965,0.026384
musique,230,1,2,Castle of Dreams,13,Shirley Abicair,0.346168,0.557789,0.346168
musique,230,2,1,Gavin Bradley,17,Natalie Horler,0.002943,0.582915,0.002943
musique,232,1,1,Nigeria,12,Stig Olin,0.091164,0.557789,0.091164
musique,234,1,2,Korean War,9,Korean War,0.015199,0.537688,0.015199
musique,237,1,1,Thailand,5,Albeni Falls Dam,0.25,0.522613,0.25
musique,237,2,2,"Natural Dam, Arkansas",62,Lewis and Clark Bridge (Columbia River),0.25,0.80402,0.25
musique,239,1,1,Herodes Atticus,19,Pierre Goldman,0.021595,0.592965,0.021595
musique,244,1,1,Roman Republic,15,Plautus,0.001135,0.572864,0.001135
musique,245,1,1,San Diego,10,Oklahoma City,0.2502,0.547739,0.2502
musique,245,2,3,Chihuahua (state),14,Oklahoma,4e-06,0.557789,4e-06
musique,247,1,1,1946 United States House of Representatives elections,7,Majority leader,0.003267,0.532663,0.003267
musique,248,1,4,2018 Indianapolis 500,6,Detroit,0.248859,0.512563,0.248859
musique,248,2,1,A Modern Jazz Symposium of Music and Poetry,94,1967 Detroit riot,0.068793,0.969849,0.068793
musique,249,1,1,Dourkhan,7,Chief Justice of Ghana,1.7e-05,0.532663,1.7e-05
musique,250,1,1,Germany,26,Literature of East Germany,0.253757,0.628141,0.253757
musique,252,1,2,Billy Joel,79,Minneapolis,0.333333,0.889447,0.333333
musique,253,1,2,"Mycenae, New York",24,London,0.086089,0.613065,0.086089
musique,253,2,3,Maze Hill,21,London,0.002125,0.592965,0.002125
musique,254,1,1,Cartoon Wars Part I,73,National Insurance number,0.087708,0.864322,0.087708
musique,256,1,2,Pakxan,18,Geography of Myanmar,0.176702,0.582915,0.176702
musique,256,2,4,Thailand,58,Myanmar,0.054965,0.773869,0.054965
musique,258,1,2,History of the west coast of North America,9,John Cabot,0.250345,0.537688,0.250345
musique,259,1,2,United States Navy SEALs,17,United States Air Force Judge Advocate General's Corps,0.333333,0.577889,0.333333
musique,260,1,1,Mickey Mouse,5,Mickey Mouse,0.00322,0.522613,0.00322
musique,261,1,1,Bejaratana,7,Thailand,0.181021,0.532663,0.181021
musique,261,2,3,The Beach (film),10,Thailand,0.047673,0.537688,0.047673
musique,262,1,1,Party leaders of the United States House of Representatives,15,Nobel Prize in Literature,0.000889,0.572864,0.000889
musique,263,1,2,Billiken,8,Aerotech Consumer Aerospace,0.5,0.532663,0.5
musique,265,1,1,Professional wrestling,77,Real Madrid CF,0.5,0.884422,0.5
musique,268,1,3,Oklahoma City,7,Papa Roach,0.237115,0.522613,0.237115
musique,268,2,4,Chris Stillwell,25,San Diego,0.028923,0.60804,0.028923
musique,269,1,2,Art theft and looting during World War II,83,Declaration of war by the United States,0.25,0.909548,0.25
musique,270,1,1,United Kingdom,47,The White Suit,0.000662,0.733668,0.000662
musique,272,1,1,Huguenots,13,Battle of Dunkirk,0.376725,0.562814,0.376725
musique,273,1,1,Celebrity Big Brother (American TV series),5,New York Giants Radio Network,0.333333,0.522613,0.333333
musique,274,1,1,Hindus,7,British Raj,0.376464,0.532663,0.376464
musique,274,2,3,Partition of India,14,British Raj,0.082702,0.557789,0.082702
musique,276,1,1,2016 NBA Summer League,14,New York Yankees,0.333333,0.567839,0.333333
musique,280,1,1,Delhi,9,British Raj,0.5,0.542714,0.5
musique,281,1,1,Modern history,21,Myanmar,0.296514,0.603015,0.296514
musique,281,2,3,Somalis,27,Myanmar,0.092638,0.623116,0.092638
musique,282,1,1,2004 United States presidential election,25,"Charleston, South Carolina",0.353843,0.623116,0.353843
musique,282,2,2,Huguenots,21,"Charleston, South Carolina",0.090303,0.59799,0.090303
musique,283,1,2,Alcohol law,5,Maine,0.02361,0.517588,0.02361
musique,283,2,3,Legal drinking age,12,"E Township, Maine",0.004017,0.547739,0.004017
musique,284,1,4,Rhine,95,Docks of Hamburg,0.008451,0.959799,0.008451
musique,286,1,1,Figure in a landscape,5,Kim Deitch,0.002095,0.522613,0.002095
musique,288,1,1,NBA Sportsmanship Award,18,Kevin Durant,0.5,0.58794,0.5
musique,289,1,1,Oklahoma,16,Sweetwater Mansion,0.005765,0.577889,0.005765
musique,291,1,1,Dazed and Confused (film),24,List of awards and nominations received by Matt Damon,0.5,0.61809,0.5
musique,294,1,1,Classical music,11,A Good Day to Die Hard,0.277659,0.552764,0.277659
musique,298,1,1,Middle Ages,5,Charlemagne,0.45483,0.522613,0.45483
musique,298,2,2,Holy Roman Emperor,8,Charlemagne,0.041148,0.532663,0.041148
musique,299,1,1,Dourkhan,15,Religion in Israel,0.003784,0.572864,0.003784
musique,301,1,3,Protestantism,16,Religion in the United States,0.001342,0.567839,0.001342
musique,303,1,1,Chaya Mushka Schneersohn,13,Friedrich Hayek,0.000175,0.562814,0.000175
musique,304,1,1,Breakfast at Tiffany's (film),15,Stig Olin,0.006981,0.572864,0.006981
musique,305,1,1,United States,5,Florida,0.161243,0.522613,0.161243
musique,305,2,3,"Grant Park, Atlanta",21,"Jacksonville, Florida",0.054118,0.592965,0.054118
musique,307,1,1,Sam Small,6,Mido (footballer),0.000119,0.527638,0.000119
musique,308,1,1,British Empire,18,Political party,0.000687,0.58794,0.000687
musique,309,1,1,United States,5,"Mecklenburg County, North Carolina",0.333333,0.522613,0.333333
musique,311,1,1,"Koerner, Ray & Glover",53,"Saint Paul, Minnesota",0.333333,0.763819,0.333333
musique,314,1,1,Pope John XXIII,6,Antonio Vivaldi,0.333333,0.527638,0.333333
musique,314,2,3,Pope John XXIII,21,Vladimir Lenin,0.333333,0.592965,0.333333
musique,315,1,1,Deepwater Horizon (film),5,Guy Williams (actor),0.5,0.522613,0.5
musique,316,1,1,La Liga,5,FC Barcelona,5e-06,0.522613,5e-06
musique,318,1,1,2016 NBA Summer League,5,World Series,0.333333,0.522613,0.333333
musique,318,2,2,List of Major League Baseball longest winning streaks,6,Los Angeles Dodgers,0.333333,0.522613,0.333333
musique,319,1,4,The Mother (How I Met Your Mother),13,Marshall Eriksen,0.499997,0.547739,0.499997
musique,319,2,1,The Mother (How I Met Your Mother),7,How I Met Your Mother,2.8e-05,0.532663,2.8e-05
musique,320,1,1,History of Canada,6,Territorial evolution of North America since 1763,0.5,0.527638,0.5
musique,322,1,1,Belgrade (film),9,Catalan language,0.008806,0.542714,0.008806
musique,323,1,1,Hunting,7,Toyota Racing Development,0.072567,0.532663,0.072567
musique,323,2,3,Scion Fuse,8,Norfolk Assembly,0.003207,0.527638,0.003207
musique,325,1,1,New York City,18,Cork (city),0.026677,0.58794,0.026677
musique,326,1,1,James Remar,5,Stig Olin,0.005883,0.522613,0.005883
musique,327,1,2,Wild Women,10,Idries Shah,0.333333,0.542714,0.333333
musique,332,1,1,Association football,29,United Nations Population Fund,0.018525,0.643216,0.018525
musique,334,1,1,Riverside Plaza,74,San Francisco,0.061796,0.869347,0.061796
musique,336,1,4,The World's Billionaires,43,Oklahoma,0.330518,0.698492,0.330518
musique,336,2,3,California Gold Rush,51,Oklahoma City,0.034341,0.743719,0.034341
musique,337,1,1,Mexico City,8,Lina Medina,0.021139,0.537688,0.021139
musique,338,1,4,Sino-Tibetan relations during the Ming dynasty,5,Nanjing,0.331221,0.507538,0.331221
musique,338,2,1,Sino-Tibetan relations during the Ming dynasty,8,Athanasius of Alexandria,0.008858,0.537688,0.008858
musique,341,1,2,Major League Baseball All-Star Game Most Valuable Player Award,44,2017 American League Wild Card Game,0.334671,0.713568,0.334671
musique,341,2,1,Cleveland Bulldogs,68,Chicago Cubs,0.004613,0.839196,0.004613
musique,344,1,3,Household income in the United States,9,Alaska,0.338782,0.532663,0.338782
musique,344,2,1,Super Bowl,41,Jews,0.0308,0.703518,0.0308
musique,345,1,1,Turhan Tezol,9,Kathmandu,0.019661,0.542714,0.019661
musique,348,1,1,"Punjab, Pakistan",15,Umm Ubays,0.009523,0.572864,0.009523
musique,348,2,2,Umayyad Caliphate,6,Ali,5e-05,0.522613,5e-05
musique,352,1,1,Economic history of Greece and the Greek world,6,Classical music,0.031649,0.527638,0.031649
musique,353,1,1,Balbi Holy Conversation,7,Roncalli High School (Indiana),0.001992,0.532663,0.001992
musique,354,1,2,An American Girl: Grace Stirs Up Success,23,Sam Elliott,0.333333,0.60804,0.333333
musique,355,1,1,"Live from Austin, TX (Eric Johnson album)",9,Oklahoma,0.009103,0.542714,0.009103
musique,355,2,3,History of Georgia (U.S. state),7,List of capitals in the United States,0.000843,0.522613,0.000843
musique,356,1,1,Snapper Foster,6,Forever Young (Rod Stewart song),0.5,0.527638,0.5
musique,357,1,1,The Fox and the Hound,30,Julian Lennon,0.425989,0.648241,0.425989
musique,358,1,1,WKHK,53,New York City,0.227819,0.763819,0.227819
musique,361,1,1,South Central Coast,21,Berets of the United States Army,0.206312,0.603015,0.206312
musique,362,1,1,Thailand,7,Ban Pakpo,0.331397,0.532663,0.331397
musique,362,2,2,Thailand,10,Portugal,0.224234,0.542714,0.224234
musique,363,1,1,Israel,9,Xorazm Region,0.25,0.542714,0.25
musique,364,1,1,Carlos Huerta,19,Green Bay Packers,0.001958,0.592965,0.001958
musique,365,1,1,WXBQ-FM,53,Virginia,0.057935,0.763819,0.057935
musique,365,2,3,WKHK,37,These Days (The Virginia Sessions),0.005585,0.673367,0.005585
musique,366,1,1,2 Chainz discography,61,My Heart (Lorrie Morgan album),0.334038,0.80402,0.334038
musique,366,2,2,Candy Coburn,19,List of show business families,0.002846,0.58794,0.002846
musique,368,1,1,A Hole in the Head,18,The Fault in Our Stars (film),0.334298,0.58794,0.334298
musique,370,1,1,Kentucky Tavern,70,Battle of New Orleans,0.333333,0.849246,0.333333
musique,370,2,2,Black people,12,Schlage,0.311862,0.552764,0.311862
musique,371,1,2,Hey Jude,6,Anna (Go to Him),0.0003,0.522613,0.0003
musique,371,2,1,Freedom (Paul McCartney song),16,Julian Lennon,0.000121,0.577889,0.000121
musique,372,1,1,Powder keg of Europe,22,Geography of Myanmar,0.182652,0.60804,0.182652
musique,372,2,3,Somalis,12,Myanmar,0.038838,0.547739,0.038838
musique,374,1,2,United States in the Korean War,21,Thailand,0.078763,0.59799,0.078763
musique,375,1,1,Steven Spielberg,6,Myanmar,0.5,0.527638,0.5
musique,383,1,2,Ah Via Musicom,14,MCA Records,0.024987,0.562814,0.024987
musique,384,1,2,Neil Patrick Harris,7,Josh Radnor,0.398507,0.527638,0.398507
musique,384,2,3,Barney Stinson,6,Josh Radnor,0.08027,0.517588,0.08027
musique,388,1,1,United States,14,"Saint Paul, Minnesota",0.25,0.567839,0.25
musique,388,2,3,"Yuma, Colorado",18,Oklahoma City,0.25,0.577889,0.25
musique,390,1,2,Josip Broz Tito,24,Society of Communist Czechoslovakia,0.327081,0.613065,0.327081
musique,390,2,3,Warsaw Pact,37,United States Army,0.102598,0.673367,0.102598
musique,392,1,2,Hyderabad,7,Escher Wyss & Cie.,0.000427,0.527638,0.000427
musique,393,1,2,Mississippi,68,Maine,0.333333,0.834171,0.333333
musique,394,1,1,Great Britain,7,Volcano,0.143434,0.532663,0.143434
musique,395,1,1,Vat Yotkeo,81,Myanmar,0.283535,0.904523,0.283535
musique,395,2,2,Pacific War,62,Myanmar,0.036184,0.80402,0.036184
musique,396,1,1,Anti-aircraft warfare,20,United States Army,0.002243,0.59799,0.002243
musique,397,1,1,1982 European Cup Final,5,Everton F.C.,0.5,0.522613,0.5
musique,400,1,4,Ivo Werner,13,Anti-aircraft warfare,0.005452,0.547739,0.005452
musique,400,2,1,Anti-aircraft warfare,12,Anti-aircraft warfare,0.000293,0.557789,0.000293
musique,402,1,1,The Wiz (film),6,Nine Days that Changed the World,0.004247,0.527638,0.004247
musique,403,1,1,Catholic Church in Lesotho,8,Jive Records,0.25,0.537688,0.25
musique,403,2,4,Roxy Recordings,9,Kathmandu,0.227481,0.527638,0.227481
musique,404,1,1,Mexican Cession,84,San Francisco,0.061438,0.919598,0.061438
musique,405,1,1,Party leaders of the United States House of Representatives,6,Majority leader,7e-06,0.527638,7e-06
musique,407,1,1,Plymouth Notch Cemetery,6,Barack Obama,0.00572,0.527638,0.00572
musique,412,1,1,Louis Chedid,7,Matthieu Chedid,0.5,0.532663,0.5
musique,413,1,2,1973 oil crisis,5,Toyota,0.004395,0.517588,0.004395
musique,414,1,1,Ecce Ancilla Domini,64,Venice,0.333333,0.819095,0.333333
musique,416,1,1,Money in the Bank ladder match,5,2008 United States presidential election,0.077016,0.522613,0.077016
musique,417,1,1,Bible,7,Friedrich Hayek,1.8e-05,0.532663,1.8e-05
musique,418,1,1,Modern history,10,Antonio Vivaldi,0.333333,0.547739,0.333333
musique,418,2,2,Black Death,21,Vladimir Lenin,0.333333,0.59799,0.333333
musique,421,1,2,Eswatini,22,Basotho National Party,0.333333,0.603015,0.333333
musique,422,1,1,"Charleston, South Carolina",8,History of Columbia University,0.047375,0.537688,0.047375
musique,425,1,1,Spain in the Eurovision Song Contest 1991,19,Jag ångrar ingenting (song),0.001177,0.592965,0.001177
musique,426,1,2,Långa nätter,5,New York City,0.398628,0.517588,0.398628
musique,426,2,4,Seattle,53,Headquarters of the United Nations,0.027388,0.748744,0.027388
musique,428,1,1,Turn Me On (Mark Dinning song),33,"Live from Austin, TX (Norah Jones DVD)",0.496898,0.663317,0.496898
musique,429,1,1,Russian Far East,5,Imperialism,0.087062,0.522613,0.087062
musique,435,1,1,Let There Be Love (1953 Joni James album),26,Days of Our Lives (James Otto album),0.333333,0.628141,0.333333
musique,436,1,1,Kim Jong-un,6,World Bank,0.012231,0.527638,0.012231
musique,437,1,1,"I Love Life, Thank You",6,O.S.T.R.,0.459125,0.527638,0.459125
musique,438,1,1,Dissolution of the Soviet Union,40,Ukraine,0.271277,0.698492,0.271277
musique,438,2,2,Steven Spielberg,17,Josip Broz Tito,0.008761,0.577889,0.008761
musique,439,1,1,Enoch Arden law,5,Stig Olin,0.011552,0.522613,0.011552
musique,440,1,2,Bridge of Sighs,15,Giovanni de Macque,0.333333,0.567839,0.333333
musique,441,1,1,Back of My Mind,19,The Right Stuff Records,8.6e-05,0.592965,8.6e-05
musique,442,1,1,WIRR,8,Baranya County,0.154421,0.537688,0.154421
musique,445,1,1,Roxy Recordings,29,American Idol,0.001438,0.643216,0.001438
musique,446,1,1,Parched,54,Princess Fiona,0.001592,0.768844,0.001592
musique,447,1,1,Dwight D. Eisenhower,20,Treaty of Versailles,0.001194,0.59799,0.001194
musique,453,1,1,Joseph Strickland,90,States of Germany,0.004211,0.949749,0.004211
musique,457,1,1,INS Tir (A86),7,Communications satellite,0.000173,0.532663,0.000173
musique,461,1,3,Karl Popper,21,United Kingdom,0.256886,0.592965,0.256886
musique,461,2,1,Karl Popper,99,Germany,0.130657,0.994975,0.130657
musique,467,1,2,Huguenots,52,Switzerland,0.5,0.753769,0.5
musique,470,1,1,Nanjing,9,Nanjing,0.03537,0.542714,0.03537
musique,471,1,1,Days of Our Lives (James Otto album),10,MCA Records,0.002624,0.547739,0.002624
musique,472,1,1,2016 NBA Summer League,73,Chicago Cubs,0.00326,0.864322,0.00326
musique,472,2,2,Major League Baseball schedule,6,World Series,0.000451,0.522613,0.000451
musique,475,1,1,Party leaders of the United States Senate,6,United States House of Representatives,0.000724,0.527638,0.000724
musique,476,1,1,World War II,21,Soviet Union,0.122711,0.603015,0.122711
musique,479,1,1,Bahram Mirza,13,Louis Chedid,0.006463,0.562814,0.006463
musique,481,1,1,Dustin Pedroia,16,Magic (Smash Mouth album),0.5,0.577889,0.5
musique,482,1,1,Molotov–Ribbentrop Pact,25,Declarations of war during World War II,0.001667,0.623116,0.001667
musique,483,1,1,List of National Basketball Association annual scoring leaders,15,Kevin Durant,0.5,0.572864,0.5
musique,485,1,1,1973 oil crisis,20,Toyota Racing Development,0.25,0.59799,0.25
musique,487,1,1,Berets of the United States Army,5,Bird migration,0.037271,0.522613,0.037271
